Contrast,Method,Lipid_Class,Sig.Level,Tentative_Lipid_ID,logFC,t,P.Value,adj.P.Val,B,Sig.Level,MetaboAnalysisDate,ExclusionVersion,AveExpr
PFHxS,3,DG,NA,DG(32:1)_C16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,DG,NA,DG(32:1)_C16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,DG,NA,DG(32:2)_C16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,DG,NA,"DG(33:1),DG(O-34:1)_C16:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,DG,NA,DG(33:2)_C16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,DG,NA,DG(34:1)_C16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,DG,NA,DG(34:1)_C18:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,DG,NA,DG(34:2)_C16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,DG,NA,DG(34:2)_C16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,DG,NA,DG(34:2)_C18:2,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,DG,NA,DG(34:3)_C16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,DG,NA,DG(36:3)_C18:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,DG,NA,"DG(O-38:9),DG(36:2)_C18:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,[TG(46:1)]_FA14:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,[TG(46:1)]_FA16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,[TG(48:2)]_FA14:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,[TG(48:2)]_FA16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,[TG(48:2)]_FA16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,"[TG(48:8),TG(47:1)]_FA16:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,"[TG(49:8),TG(48:1)]_FA16:0",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,[TG(50:3)]_FA16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,[TG(50:3)]_FA16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,"[TG(50:8),TG(49:1)]_FA16:0",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,"[TG(50:9),TG(49:2)]_FA16:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,"[TG(51:8),TG(50:1)]_FA16:0",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,"[TG(51:8),TG(50:1)]_FA18:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,"[TG(51:9),TG(50:2)]_FA16:0",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,"[TG(51:9),TG(50:2)]_FA16:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,"[TG(51:9),TG(50:2)]_FA18:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,"[TG(51:9),TG(50:2)]_FA18:2",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,[TG(52:4)]_FA18:2,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,[TG(52:5)]_FA20:4,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,"[TG(53:10),TG(52:3)]_FA18:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,"[TG(53:9),TG(52:2)]_FA18:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,[TG(54:5)]_FA18:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFHxS,3,TG,NA,"[TG(56:7),TG(55:0)]_FA22:6",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,1,LPC,NA,"LPC(16:1),LPC(P-17:0)",NA,NA,NA,NA,NA,NA,NA,EB,NA
PFOA,1,LPC,NA,"LPC(17:1),LPC(O-18:1),LPC(P-18:0)",NA,NA,NA,NA,NA,NA,NA,EB,NA
PFOA,1,LPC,<0.1,LPC(19:3),0.89432,3.1346,0.002,0.051,-1.4762,<0.1,102823,EB,-3.97E-16
PFOA,1,LPC,NA,"LPC(20:2),PC(O-20:2)",NA,NA,NA,NA,NA,NA,NA,EB,NA
PFOA,1,LPC,NA,LPC(20:3),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFOA,1,LPC,NA,LPC(22:4),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFOA,1,LPC,NA,LPC(22:5),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFOA,1,LPC,NA,LPC(24:1),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFOA,1,LPE,NA,LPE(20:1),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFOA,1,LPE,NA,LPE(20:3),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFOA,1,LPE,<0.05,LPE(20:4),0.69137,2.7498,0.007,0.044,-2.4786,<0.05,102823,EB,-1.41E-16
PFOA,1,LPE,<0.05,LPE(20:5),0.8145,2.8897,0.004,0.044,-2.129,,,EB,1.27E-16
PFOA,1,LPE,<0.05,LPE(22:4),0.72503,2.5085,0.013,0.049,-3.0449,<0.05,102823,EB,3.53E-16
PFOA,1,LPE,<0.05,LPE(22:5),0.58498,2.3774,0.019,0.049,-3.3324,<0.05,102823,EB,3.11E-16
PFOA,1,LPE,<0.05,LPE(22:6),0.51404,2.4446,0.016,0.049,-3.1869,<0.05,102823,EB,7.69E-17
PFOA,1,PC,NA,"PC(30:2),PC(P-31:1)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(31:0),PC(O-32:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(32:0),PC(O-33:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(32:1),PC(O-33:1),PC(P-33:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(32:2),PC(O-33:2),PC(P-33:1)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(33:0),PC(O-34:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(33:0),PC(O-34:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(33:1),PC(O-34:1),PC(P-34:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(33:2),PC(O-34:2),PC(P-34:1)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(34:0),PC(O-35:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(34:1),PC(O-35:1),PC(P-35:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(34:2),PC(O-35:2),PC(P-35:1)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(34:3),PC(P-35:2)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(35:2),PC(O-36:2),PC(P-36:1)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(35:3),PC(O-36:3),PC(P-36:2)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(35:4),PC(O-36:4),PC(P-36:3)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(36:3),PC(P-37:2)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(36:4),PC(O-37:4)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,PC(36:5),NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(36:8),PC(35:1),PC(O-36:1),PC(P-36:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(37:4),PC(O-38:4),PC(P-38:3)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(37:6),PC(O-38:6),PC(P-38:5)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(37:7),PC(P-38:6),PC(36:0),PC(O-37:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,PC(38:3),NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,PC(38:4),NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,PC(38:5),NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,PC(38:6),NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(38:7),PC(37:0),PC(O-38:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(38:8),PC(37:1),PC(O-38:1),PC(P-38:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(38:9),PC(37:2),PC(O-38:2),PC(P-38:1)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,<0.05,"PC(39:6),PC(O-40:6),PC(P-40:5)",0.6492,2.6482,0.009,0.050,-2.6712,<0.05,12524,E3,4.75E-17
PFOA,1,PC,NA,"PC(39:7),PC(P-40:6),PC(38:0),PC(O-39:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,PC(40:5),NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,PC(40:6),NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(40:7),PC(39:0),PC(O-40:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(40:8),PC(39:1),PC(O-40:1),PC(P-40:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,PC(42:3),NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,PC(42:5),NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(42:7),PC(41:0),PC(O-42:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(42:8),PC(41:1),PC(O-42:1),PC(P-42:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(O-38:8),PC(36:1),PC(O-37:1),PC(P-37:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PC,NA,"PC(O-38:9),PC(36:2),PC(O-37:2),PC(P-37:1)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOA,1,PE,NA,"PE(20:0),LPE(21:0)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,1,PE,NA,"PE(31:0),PE(O-32:0)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,1,PE,NA,"PE(34:2),PE(O-35:2),PE(P-35:1)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,1,PE,<0.05,"PE(35:3),PE(O-36:3),PE(P-36:2)",0.85224,3.4117,0.001,0.021,-0.80708,<0.05,12524,E2,3.48E-16
PFOA,1,PE,<0.1,"PE(36:3),PE(P-37:2)",0.43375,2.4849,0.014,0.062,-3.2704,<0.1,12524,E2,-1.10E-16
PFOA,1,PE,<0.1,"PE(36:4),PE(O-37:4)",0.48558,2.309,0.023,0.080,-3.6595,<0.1,12524,E2,8.74E-17
PFOA,1,PE,NA,PE(36:5),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,1,PE,NA,PE(36:6),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,1,PE,NA,"PE(37:4),PE(O-38:4),PE(P-38:3)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,1,PE,<0.1,"PE(37:5),PE(O-38:5),PE(P-38:4)",0.71722,2.6937,0.008,0.058,-2.7749,<0.1,12524,E2,2.04E-16
PFOA,1,PE,<0.1,"PE(37:6),PE(O-38:6),PE(P-38:5)",0.54832,2.2675,0.025,0.083,-3.7476,<0.1,12524,E2,2.80E-16
PFOA,1,PE,<0.1,PE(38:3),0.61339,2.192,0.030,0.089,-3.9039,<0.1,12524,E2,-1.56E-16
PFOA,1,PE,<0.1,PE(38:4),0.78657,2.6884,0.008,0.058,-2.7879,<0.1,12524,E2,-9.73E-17
PFOA,1,PE,<0.1,PE(38:5),0.53868,2.5813,0.011,0.061,-3.0461,<0.1,12524,E2,-1.54E-16
PFOA,1,PE,<0.1,PE(38:6),0.39029,2.2363,0.027,0.084,-3.8127,<0.1,12524,E2,-5.26E-18
PFOA,1,PE,NA,"PE(38:7),PE(37:0),PE(O-38:0)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,1,PE,<0.05,"PE(38:9),PE(dO-40:9),PE(37:2),PE(O-38:2),PE(P-38:1)",0.8898,3.2104,0.002,0.021,-1.3989,<0.05,12524,E2,-1.22E-17
PFOA,1,PE,NA,"PE(39:4),PE(O-40:4),PE(P-40:3)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,1,PE,<0.1,"PE(39:5),PE(O-40:5),PE(P-40:4)",0.71653,2.5791,0.011,0.061,-3.0512,<0.1,12524,E2,4.25E-16
PFOA,1,PE,NA,"PE(39:6),PE(O-40:6),PE(P-40:5)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,1,PE,<0.1,"PE(39:7),PE(P-40:6),PE(38:0),PE(O-39:0)",0.58364,2.4386,0.016,0.062,-3.3753,<0.1,12524,E2,-3.02E-16
PFOA,1,PE,NA,"PE(40:10),PE(39:3),PE(O-40:3),PE(P-40:2)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,1,PE,NA,PE(40:4),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,1,PE,NA,PE(40:5),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,1,PE,<0.1,"PE(40:6),PE(dO-40:0)",0.57244,2.8243,0.005,0.055,-2.447,<0.1,12524,E2,2.55E-16
PFOA,1,PE,<0.05,"PE(40:7),PE(39:0),PE(O-40:0)",0.61916,3.2742,0.001,0.021,-1.2144,<0.05,12524,E2,-2.71E-16
PFOA,1,PE,NA,"PE(40:8),PE(39:1),PE(O-40:1),PE(P-40:0)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,1,PE,NA,"PE(40:9),PE(39:2),PE(O-40:2),PE(P-40:1)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,1,PE,<0.05,"PE(42:9),PE(41:2),PE(O-42:2),PE(P-42:1)",0.97644,3.5237,0.001,0.021,-0.4651,<0.05,12524,E2,5.34E-16
PFOA,1,PE,<0.1,"PE(O-38:8),PE(36:1),PE(O-37:1),PE(P-37:0)",0.70777,2.4778,0.014,0.062,-3.2865,<0.1,12524,E2,-1.01E-16
PFOA,1,PE,<0.1,"PE(O-38:9),PE(36:2),PE(O-37:2),PE(P-37:1)",0.54967,2.4417,0.016,0.062,-3.3683,<0.1,12524,E2,1.02E-17
PFOA,1,PE,NA,"PE(O-40:9),PE(38:2),PE(P-39:1)",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,2,PS,<0.1,PS(38:4),0.5733,2.6651,0.008,0.085,-2.6226,<0.1,12524,E2,-2.95E-17
PFOA,2,SM,NA,SM(d16:0/20:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,2,SM,NA,SM(d16:0/22:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,2,SM,<0.05,SM(d16:1/17:0),0.95614,3.4051,0.001,0.035,-0.77073,<0.05,12524,E2,6.26E-17
PFOA,2,SM,NA,SM(d16:1/18:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,2,SM,<0.1,SM(d16:1/20:0),0.52604,2.2928,0.023,0.100,-3.6531,<0.1,12524,E2,-2.64E-16
PFOA,2,SM,NA,SM(d16:1/20:1),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,2,SM,<0.1,SM(d16:1/23:0),0.5447,2.1896,0.030,0.100,-3.8679,<0.1,12524,E2,3.10E-16
PFOA,2,SM,<0.1,SM(d16:1/24:0),0.76327,3.0226,0.003,0.053,-1.8754,<0.1,12524,E2,1.95E-16
PFOA,2,SM,NA,SM(d16:1/24:1),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,2,SM,<0.1,SM(d16:1/25:0),0.61389,2.1783,0.031,0.100,-3.8909,<0.1,12524,E2,1.76E-16
PFOA,2,SM,<0.1,SM(d17:1/24:1),0.6886,2.5589,0.011,0.076,-3.0566,<0.1,12524,E2,3.38E-16
PFOA,2,SM,<0.1,SM(d17:1/26:1),0.63885,2.2002,0.029,0.100,-3.8463,<0.1,12524,E2,8.78E-18
PFOA,2,SM,<0.1,SM(d18:0/15:0),0.75286,2.5817,0.011,0.076,-3.0027,<0.1,12524,E2,-3.67E-16
PFOA,2,SM,<0.1,SM(d18:0/24:0),0.72054,2.5231,0.013,0.076,-3.1404,<0.1,12524,E2,-2.83E-16
PFOA,2,SM,NA,SM(d18:0/24:1),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,2,SM,<0.1,SM(d18:1/17:0),0.59253,2.229,0.027,0.100,-3.787,<0.1,12524,E2,-1.16E-16
PFOA,2,SM,<0.1,SM(d18:1/19:0),0.80957,2.9371,0.004,0.053,-2.1063,<0.1,12524,E2,2.66E-16
PFOA,2,SM,NA,SM(d18:1/24:1(15Z)),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,2,SM,NA,SM(d18:1/25:0),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,2,SM,NA,SM(d18:2/20:1),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,2,SM,<0.1,SM(d18:2/21:0),0.69865,2.8196,0.005,0.057,-2.4141,<0.1,12524,E2,1.89E-16
PFOA,2,SM,<0.1,SM(d18:2/24:1),0.60887,2.3793,0.019,0.097,-3.4659,<0.1,12524,E2,1.83E-16
PFOA,3,CE,NA,CE(15:1),NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,DG,NA,DG(32:0)_C16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,DG,NA,DG(32:1)_C16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,DG,NA,DG(32:1)_C16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,DG,NA,DG(32:2)_C16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,DG,NA,"DG(33:1),DG(O-34:1)_C16:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,DG,NA,DG(33:2)_C16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,DG,NA,DG(34:1)_C16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,DG,NA,DG(34:1)_C18:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,DG,NA,DG(34:2)_C16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,DG,NA,DG(34:2)_C16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,DG,NA,DG(34:2)_C18:2,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,DG,NA,DG(34:3)_C16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,DG,NA,DG(36:3)_C18:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,DG,NA,"DG(O-38:9),DG(36:2)_C18:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,[TG(46:1)]_FA14:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,[TG(46:1)]_FA16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,[TG(48:2)]_FA14:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,[TG(48:2)]_FA16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,[TG(48:2)]_FA16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,"[TG(48:8),TG(47:1)]_FA16:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,"[TG(49:8),TG(48:1)]_FA16:0",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,[TG(50:3)]_FA16:0,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,[TG(50:3)]_FA16:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,"[TG(50:8),TG(49:1)]_FA16:0",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,"[TG(50:9),TG(49:2)]_FA16:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,"[TG(51:8),TG(50:1)]_FA16:0",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,"[TG(51:8),TG(50:1)]_FA18:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,"[TG(51:9),TG(50:2)]_FA16:0",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,"[TG(51:9),TG(50:2)]_FA16:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,"[TG(51:9),TG(50:2)]_FA18:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,"[TG(51:9),TG(50:2)]_FA18:2",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,[TG(52:4)]_FA18:2,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,[TG(52:5)]_FA20:4,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,"[TG(53:10),TG(52:3)]_FA18:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,"[TG(53:9),TG(52:2)]_FA18:1",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,[TG(54:5)]_FA18:1,NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOA,3,TG,NA,"[TG(56:7),TG(55:0)]_FA22:6",NA,NA,NA,NA,NA,NA,12524,E2,NA
PFOS,1,LPC,<0.1,"LPC(16:1),LPC(P-17:0)",0.6492,2.4668,0.014,0.087,-3.0695,<0.1,102823,EB,-1.02E-16
PFOS,1,LPC,<0.1,"LPC(17:1),LPC(O-18:1),LPC(P-18:0)",0.73178,2.5147,0.013,0.087,-2.9864,<0.1,102823,EB,-3.17E-17
PFOS,1,LPC,<0.1,LPC(19:3),0.6808,2.3616,0.019,0.087,-3.2472,<0.1,102823,EB,-3.97E-16
PFOS,1,LPC,<0.1,"LPC(20:2),PC(O-20:2)",0.64918,2.3951,0.017,0.087,-3.1915,<0.1,102823,EB,-9.13E-17
PFOS,1,LPC,<0.1,LPC(20:3),0.55742,2.1877,0.030,0.097,-3.5248,<0.1,102823,EB,5.43E-17
PFOS,1,LPC,<0.1,LPC(22:4),0.64738,2.3096,0.022,0.087,-3.3322,<0.1,102823,EB,-1.97E-16
PFOS,1,LPC,<0.1,LPC(22:5),0.58892,2.2824,0.023,0.087,-3.376,<0.1,102823,EB,1.20E-16
PFOS,1,LPC,<0.1,LPC(24:1),0.64933,2.3513,0.020,0.087,-3.2642,<0.1,102823,EB,-1.84E-16
PFOS,1,LPE,<0.1,LPE(20:1),0.66134,2.1953,0.030,0.064,-3.6541,<0.1,102823,EB,-6.10E-16
PFOS,1,LPE,<0.05,LPE(20:3),0.6475,2.7643,0.006,0.042,-2.4074,<0.05,102823,EB,2.81E-16
PFOS,1,LPE,<0.1,LPE(20:4),0.61351,2.3868,0.018,0.059,-3.2639,<0.1,102823,EB,-1.41E-16
PFOS,1,LPE,<0.1,LPE(20:5),0.65543,2.2746,0.024,0.063,-3.4963,<0.1,102823,EB,1.27E-16
PFOS,1,LPE,NA,LPE(22:4),NA,NA,NA,NA,NA,NA,NA,EB,NA
PFOS,1,LPE,<0.05,LPE(22:5),0.69861,2.7772,0.006,0.042,-2.376,<0.05,102823,EB,3.11E-16
PFOS,1,LPE,<0.05,LPE(22:6),0.55424,2.5781,0.011,0.047,-2.844,<0.05,102823,EB,7.69E-17
PFOS,1,PC,NA,"PC(30:2),PC(P-31:1)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(31:0),PC(O-32:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(32:0),PC(O-33:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(32:1),PC(O-33:1),PC(P-33:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(32:2),PC(O-33:2),PC(P-33:1)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(33:0),PC(O-34:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(33:0),PC(O-34:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(33:1),PC(O-34:1),PC(P-34:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(33:2),PC(O-34:2),PC(P-34:1)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(34:0),PC(O-35:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(34:1),PC(O-35:1),PC(P-35:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(34:2),PC(O-35:2),PC(P-35:1)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(34:3),PC(P-35:2)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(35:2),PC(O-36:2),PC(P-36:1)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(35:3),PC(O-36:3),PC(P-36:2)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(35:4),PC(O-36:4),PC(P-36:3)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(36:3),PC(P-37:2)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(36:4),PC(O-37:4)",NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,PC(36:5),NA,NA,NA,NA,NA,NA,12524,E3,NA
PFOS,1,PC,NA,"PC(36:8),PC(35:1),PC(O-36:1),PC(P-36:0)",NA,NA,NA,NA,NA,NA,12524,E3,NA
